C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_13_016.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_13_016.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_13_016.jpg, 0, 0, 0, 7.984156E-05
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_13_117.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_13_117.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_13_117.jpg, 0, 0, 0, 8.042263E-05
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_13_218.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_13_218.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_13_218.jpg, 0, 0, 0, 7.861076E-05
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_13_320.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_13_320.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_13_320.jpg, 0, 0, 0, 8.268536E-05
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_13_422.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_13_422.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_13_422.jpg, 0, 0, 0, 8.028997E-05
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_13_523.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_13_523.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_13_523.jpg, 0, 0, 0, 7.804648E-05
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_13_624.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_13_624.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_13_624.jpg, 0, 0, 0, 7.997184E-05
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_13_726.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_13_726.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_13_726.jpg, 0, 0, 0, 7.915826E-05
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_13_828.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_13_828.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_13_828.jpg, 0, 0, 0, 7.878694E-05
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_13_928.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_13_928.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_13_928.jpg, 0, 0, 0, 7.843688E-05
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_14_029.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_14_029.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_14_029.jpg, 0, 0, 0, 7.94515E-05
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_14_131.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_14_131.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_14_131.jpg, 0, 0, 0, 7.833481E-05
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_14_232.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_14_232.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_14_232.jpg, 0, 0.2201139, 0, 0.1337701
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_14_333.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_14_333.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_14_333.jpg, 0, 0.5220639, 0, 0.5308346
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_14_434.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_14_434.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_14_434.jpg, -0.0196314, 0.2668361, 0, 1.053301
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_14_534.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_14_534.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_14_534.jpg, -0.3158808, 0.222436, 0, 1.226691
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_14_636.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_14_636.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_14_636.jpg, -0.6203263, 0.5268814, 0, 1.693028
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_14_738.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_14_738.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_14_738.jpg, -0.919111, 0.8256661, 0, 2.469077
C:\Users\JTKubi\Desktop\Car_data\IMG\center_2020_09_19_11_42_14_840.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\left_2020_09_19_11_42_14_840.jpg, C:\Users\JTKubi\Desktop\Car_data\IMG\right_2020_09_19_11_42_14_840.jpg, -0.5765735, 1, 0, 3.848895
